asha_id,employee_code,first_name,last_name,phone_number,date_of_joining,status,area_id
347,ASHA0347,Abhimanyu,Buch,8810272018,2020-08-28,ACTIVE,347
348,ASHA0348,Abhimanyu,Brar,8960943646,2023-01-07,ACTIVE,348
349,ASHA0349,Baljiwan,Guha,8891226430,2016-04-28,ACTIVE,349
350,ASHA0350,Oni,Chaudhari,8331586998,2024-06-16,TRANSFERRED,350
351,ASHA0351,Vrishti,Reddy,8553111248,2024-07-03,ACTIVE,351
352,ASHA0352,Abhimanyu,Edwin,8210989935,2017-05-28,ACTIVE,352
353,ASHA0353,Bakhshi,Iyer,8213151665,2023-10-31,ACTIVE,353
354,ASHA0354,Devika,Joshi,8417042990,2022-04-25,ACTIVE,354
355,ASHA0355,Eta,Nath,8906213899,2015-06-28,ACTIVE,355
356,ASHA0356,Jeevika,Rana,8174859927,2014-08-20,ACTIVE,356
357,ASHA0357,Falak,Rau,8730132915,2020-12-23,INACTIVE,357
358,ASHA0358,Simon,Saxena,8692038973,2013-10-08,ACTIVE,358
359,ASHA0359,Pahal,Bhakta,8102278067,2017-10-09,ACTIVE,359
360,ASHA0360,Fiyaz,Sem,8705473508,2020-04-25,TRANSFERRED,360
361,ASHA0361,Harrison,Dani,8996518198,2015-10-18,ACTIVE,361
362,ASHA0362,Bina,Mishra,8832643237,2023-07-31,ACTIVE,362
363,ASHA0363,Vasudha,Sodhi,8675959003,2012-08-25,ACTIVE,363
364,ASHA0364,Varenya,Sheth,8780126430,2020-01-12,ACTIVE,364
365,ASHA0365,Nitara,Dugar,8167307511,2012-01-07,ACTIVE,365
366,ASHA0366,Tristan,Doctor,8431795479,2022-08-07,ACTIVE,366
367,ASHA0367,Fitan,Bakshi,8230331198,2019-03-16,ACTIVE,367
368,ASHA0368,Daksha,Narain,8186071466,2024-11-30,INACTIVE,368
369,ASHA0369,Aayush,Padmanabhan,8560355521,2024-04-27,ACTIVE,369
370,ASHA0370,Unni,Sarna,8221070867,2024-12-04,ACTIVE,370
371,ASHA0371,Abhimanyu,Sankar,8371959330,2019-06-11,ACTIVE,371
372,ASHA0372,Vrishti,Nanda,8104676632,2014-06-09,ACTIVE,372
373,ASHA0373,Chaman,Sehgal,8248616551,2011-10-27,INACTIVE,373
374,ASHA0374,Raghav,Prabhu,8644718316,2021-05-20,ACTIVE,374
375,ASHA0375,Inaya,Mody,8653472502,2023-07-27,ACTIVE,375
376,ASHA0376,Robert,Sankaran,8779134948,2020-11-26,ACTIVE,376
377,ASHA0377,Zashil,Dugar,8358260367,2025-05-04,INACTIVE,377
378,ASHA0378,Ekaja,Edwin,8797373163,2014-04-30,ACTIVE,378
379,ASHA0379,Adweta,Lad,8243937544,2018-04-23,ACTIVE,379
380,ASHA0380,Caleb,Iyengar,8235424122,2020-09-20,ACTIVE,380
381,ASHA0381,Arunima,Jani,8294388624,2018-03-10,ACTIVE,381
382,ASHA0382,Bina,Kapoor,8232836357,2019-03-31,ACTIVE,382
383,ASHA0383,Atharv,Buch,8840598275,2024-08-25,ACTIVE,383
384,ASHA0384,Tristan,Basak,8763247199,2023-09-11,ACTIVE,384
385,ASHA0385,Bishakha,Tella,8173788144,2024-09-23,ACTIVE,385
386,ASHA0386,Dayita,Acharya,8851106973,2019-12-17,ACTIVE,386
387,ASHA0387,Chavvi,Mani,8492927658,2024-04-13,ACTIVE,387
388,ASHA0388,Tristan,Mall,8417147306,2015-04-25,RETIRED,388
389,ASHA0389,Harrison,Prabhakar,8561105779,2018-12-24,ACTIVE,389
390,ASHA0390,Zaitra,Ahluwalia,8944644526,2017-04-10,TRANSFERRED,390
391,ASHA0391,Ayush,Sani,8792119636,2024-10-01,ACTIVE,391
392,ASHA0392,Advaith,Sangha,8883781391,2016-05-12,ACTIVE,392
393,ASHA0393,Zaitra,Magar,8130525659,2012-08-03,ACTIVE,393
394,ASHA0394,Shivani,Chokshi,8530536180,2013-12-06,RETIRED,394
395,ASHA0395,Faris,Keer,8730839559,2012-12-13,ACTIVE,395
396,ASHA0396,Daniel,Bajwa,8798940721,2021-08-24,RETIRED,396
397,ASHA0397,Girish,Prakash,8155018434,2012-06-19,ACTIVE,397
398,ASHA0398,Lila,Mohan,8214393707,2023-12-21,ACTIVE,398
399,ASHA0399,Devansh,Samra,8944003141,2023-06-12,ACTIVE,399
400,ASHA0400,Ubika,Din,8434575255,2023-06-15,ACTIVE,400
401,ASHA0401,Sai,Sarin,8175988637,2025-05-05,TRANSFERRED,401
402,ASHA0402,Akshay,Shankar,8174984572,2015-09-04,ACTIVE,402
403,ASHA0403,Saumya,Shukla,8544966187,2021-07-27,RETIRED,403
404,ASHA0404,Jeevika,Nath,8632810863,2014-11-28,ACTIVE,404
405,ASHA0405,Faqid,Rama,8698084204,2022-06-19,ACTIVE,405
406,ASHA0406,Mason,Dara,8501703725,2013-02-22,TRANSFERRED,406
407,ASHA0407,Omkaar,Srinivas,8553850246,2012-12-11,TRANSFERRED,407
408,ASHA0408,Waida,Anand,8727927212,2023-06-12,ACTIVE,408
409,ASHA0409,Shivansh,Chaudhuri,8145601890,2014-09-21,ACTIVE,409
410,ASHA0410,Diya,Mane,8373791189,2016-03-23,ACTIVE,410
411,ASHA0411,Harinakshi,Ramanathan,8273704511,2021-07-14,ACTIVE,411
412,ASHA0412,Dalaja,Barad,8361799657,2024-04-10,ACTIVE,412
413,ASHA0413,Akshay,Walla,8615832182,2022-03-27,ACTIVE,413
414,ASHA0414,Azaan,Shan,8979810162,2020-05-02,ACTIVE,414
415,ASHA0415,Gopal,Chanda,8566450679,2015-06-16,ACTIVE,415
416,ASHA0416,Vasudha,Ramaswamy,8909271069,2016-07-09,ACTIVE,416
417,ASHA0417,Girik,Sunder,8238754416,2015-05-28,TRANSFERRED,417
418,ASHA0418,Balvan,Sarin,8382281792,2020-04-03,ACTIVE,418
419,ASHA0419,Netra,Kari,8736681294,2023-11-30,ACTIVE,419
420,ASHA0420,Bina,Upadhyay,8253472567,2024-08-04,TRANSFERRED,420
421,ASHA0421,Ryan,Dixit,8159325551,2018-06-07,ACTIVE,421
422,ASHA0422,Bhavini,Amble,8414076673,2013-07-21,ACTIVE,422
423,ASHA0423,Charan,Sundaram,8137466627,2022-06-28,ACTIVE,423
424,ASHA0424,Rushil,Naik,8510323532,2016-04-27,ACTIVE,424
425,ASHA0425,Yamini,Mallick,8902287209,2021-12-17,ACTIVE,425
426,ASHA0426,Garima,Wagle,8885561899,2024-03-06,ACTIVE,426
427,ASHA0427,Turvi,Nigam,8597997253,2015-09-27,ACTIVE,427
428,ASHA0428,Jagrati,Dubey,8938526292,2020-03-19,ACTIVE,428
429,ASHA0429,Kevin,Manne,8694470503,2019-07-22,ACTIVE,429
430,ASHA0430,Rayaan,Morar,8199509571,2020-05-04,ACTIVE,430
431,ASHA0431,Ekta,Mandal,8241215777,2013-07-02,ACTIVE,431
432,ASHA0432,Pooja,Baral,8864580457,2013-08-06,ACTIVE,432
433,ASHA0433,Advaith,Sarraf,8446846656,2021-11-20,ACTIVE,433
434,ASHA0434,Sai,Bakshi,8146121229,2024-11-27,ACTIVE,434
435,ASHA0435,Radha,Sethi,8336277432,2016-01-16,INACTIVE,435
436,ASHA0436,Garima,Kant,8213220387,2014-03-25,ACTIVE,436
437,ASHA0437,Nilima,Natarajan,8136031562,2015-02-24,ACTIVE,437
438,ASHA0438,Upadhriti,Pathak,8495585295,2018-11-20,ACTIVE,438
439,ASHA0439,Leena,Dara,8980434730,2019-12-19,ACTIVE,439
440,ASHA0440,Praneel,Anand,8197619643,2015-07-28,TRANSFERRED,440
441,ASHA0441,Vrinda,Ganguly,8382233246,2016-02-28,RETIRED,441
442,ASHA0442,Krishna,Nagarajan,8779553242,2020-07-17,INACTIVE,442
443,ASHA0443,Yachana,Dugar,8382750040,2024-08-23,ACTIVE,443
444,ASHA0444,Chaman,Chopra,8993796882,2016-07-12,ACTIVE,444
445,ASHA0445,Ishita,Singh,8730107896,2012-10-27,ACTIVE,445
446,ASHA0446,Nakul,Koshy,8222598494,2015-03-15,ACTIVE,446
447,ASHA0447,Idika,Subramaniam,8223804135,2015-10-17,ACTIVE,447
448,ASHA0448,Yatin,Shenoy,8165524999,2018-03-27,ACTIVE,448
449,ASHA0449,Guneet,Jani,8833572198,2021-11-06,ACTIVE,449
450,ASHA0450,Yatin,Sem,8539455846,2019-06-17,ACTIVE,450
451,ASHA0451,Jeremiah,Sachdev,8940651749,2017-01-29,ACTIVE,451
452,ASHA0452,Widisha,Sridhar,8895981931,2024-10-02,ACTIVE,452
453,ASHA0453,Parth,Bala,8220148132,2019-04-23,ACTIVE,453
454,ASHA0454,Sathvik,Sanghvi,8689703323,2014-08-02,ACTIVE,454
455,ASHA0455,Jyoti,Oak,8535871741,2015-05-17,ACTIVE,455
456,ASHA0456,Upkaar,Minhas,8268823242,2021-06-12,ACTIVE,456
457,ASHA0457,Ekavir,Sane,8416115657,2022-04-29,RETIRED,457
458,ASHA0458,Warjas,Dhawan,8107254292,2016-12-03,ACTIVE,458
459,ASHA0459,Mohammed,Mukhopadhyay,8575199191,2014-02-22,ACTIVE,459
460,ASHA0460,Bishakha,Jain,8565865232,2015-01-13,ACTIVE,460
461,ASHA0461,Dayita,Mahal,8620885908,2012-12-01,ACTIVE,461
462,ASHA0462,Udant,Badal,8601977119,2012-10-15,ACTIVE,462
463,ASHA0463,Gaurika,Mangal,8726935162,2012-10-25,ACTIVE,463
464,ASHA0464,Yauvani,Jaggi,8149969684,2015-12-12,INACTIVE,464
465,ASHA0465,Tristan,D’Alia,8733611149,2018-10-03,ACTIVE,465
466,ASHA0466,Bhavya,Dhar,8859082220,2018-08-23,ACTIVE,466
467,ASHA0467,Sai,Dube,8131863810,2015-11-30,ACTIVE,467
468,ASHA0468,Aarnav,Luthra,8435333769,2016-04-14,RETIRED,468
469,ASHA0469,Oeshi,Sani,8963876373,2014-05-25,INACTIVE,469
470,ASHA0470,Banjeet,Rege,8722160313,2025-01-20,ACTIVE,470
471,ASHA0471,Caleb,Kade,8312764790,2024-01-01,ACTIVE,471
472,ASHA0472,Joshua,Aggarwal,8546956493,2019-08-10,ACTIVE,472
473,ASHA0473,Sneha,Sankar,8210125068,2020-08-04,RETIRED,473
474,ASHA0474,Unnati,Thaman,8636060705,2021-06-02,ACTIVE,474
475,ASHA0475,Geetika,Vyas,8695170310,2024-12-08,TRANSFERRED,475
476,ASHA0476,Lipika,Ganguly,8220788629,2019-03-09,INACTIVE,476
477,ASHA0477,Max,Sodhi,8693850790,2017-11-13,ACTIVE,477
478,ASHA0478,Zilmil,Cheema,8265553147,2025-01-07,ACTIVE,478
479,ASHA0479,Kiaan,Bains,8819044316,2013-03-07,TRANSFERRED,479
480,ASHA0480,Saksham,Narasimhan,8116320580,2012-11-17,ACTIVE,480
481,ASHA0481,Kashish,Nadig,8887561523,2013-05-28,ACTIVE,481
482,ASHA0482,Matthew,Chaudhary,8970584739,2012-03-29,ACTIVE,482
483,ASHA0483,Idika,Ramesh,8206758116,2024-05-15,ACTIVE,483
484,ASHA0484,Chandran,Nanda,8536151902,2025-03-07,ACTIVE,484
485,ASHA0485,Ishani,Oza,8425371182,2018-01-21,ACTIVE,485
486,ASHA0486,Patrick,Mander,8484681486,2024-11-18,ACTIVE,486
487,ASHA0487,Neel,Borah,8140562710,2022-03-26,ACTIVE,487
488,ASHA0488,Fiyaz,Mahajan,8104084465,2017-12-15,INACTIVE,488
489,ASHA0489,Daksh,Shukla,8100446001,2024-03-04,ACTIVE,489
490,ASHA0490,Bhavini,Prashad,8540356336,2014-01-04,INACTIVE,490
491,ASHA0491,Logan,Bhavsar,8112101540,2024-05-30,ACTIVE,491
492,ASHA0492,Krishna,Manda,8842194514,2024-12-03,ACTIVE,492
493,ASHA0493,Harish,Yogi,8190190922,2023-08-22,ACTIVE,493
494,ASHA0494,Vamakshi,Aggarwal,8845334249,2024-06-22,ACTIVE,494
495,ASHA0495,Xavier,Raja,8673889415,2017-02-01,ACTIVE,495
496,ASHA0496,Aachal,Zachariah,8367254285,2016-02-17,ACTIVE,496
497,ASHA0497,Banjeet,Kurian,8697134914,2020-09-08,ACTIVE,497
498,ASHA0498,Samarth,Sandal,8329433079,2013-06-17,ACTIVE,498
499,ASHA0499,Pranav,Chaudhari,8739824305,2012-04-25,ACTIVE,499
500,ASHA0500,Manya,Dash,8266522205,2014-10-20,ACTIVE,500
